"Year","Month","Date","GTA","Nino1.2SST","Nino1.2SSTAnomalies","Nino3SST","Nino3SSTAnomalies","Nino3.4SST","Nino3.4SSTAnomalies","Nino4SST","Nino4SSTAnomalies","TNI","PNA","OLR","SOI","Season.2.Month.","MEI.v2","Season.3.Month.","ONI","Season.12.Month.","ENSO","Time","Temp","Temp_Uncertainty","Country"
1950,"APR","4/1/1950",-0.16,NA,NA,NA,NA,NA,NA,NA,NA,0.311,-0.23,NA,NA,"MA",NA,"MAM",-1.2,"1950-1951","ML","1950-04-01",27.13,0.246,"India"
1950,"AUG","8/1/1950",-0.09,NA,NA,NA,NA,NA,NA,NA,NA,0.316,0.79,NA,NA,"JA",NA,"JAS",-0.4,"1950-1951","ML","1950-08-01",26.194,0.233,"India"
1950,"DEC","12/1/1950",-0.12,NA,NA,NA,NA,NA,NA,NA,NA,1.239,-0.28,NA,NA,"ND",NA,"NDJ",-0.8,"1950-1951","ML","1950-12-01",16.582,0.174,"India"
1950,"FEB","2/1/1950",-0.26,NA,NA,NA,NA,NA,NA,NA,NA,0.445,-1.69,NA,NA,"JF",NA,"JFM",-1.3,"1950-1951","ML","1950-02-01",18.305,0.148,"India"
1950,"JAN","1/1/1950",-0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.624,-3.65,NA,NA,"DJ",NA,"DJF",-1.5,"1950-1951","ML","1950-01-01",17.318,0.12,"India"
1950,"JUL","7/1/1950",-0.09,NA,NA,NA,NA,NA,NA,NA,NA,0.293,-0.82,NA,NA,"JJ",NA,"JJA",-0.5,"1950-1951","ML","1950-07-01",26.582,0.16,"India"
1950,"JUN","6/1/1950",-0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.213,-1.99,NA,NA,"MJ",NA,"MJJ",-0.9,"1950-1951","ML","1950-06-01",29.23,0.165,"India"
1950,"MAR","3/1/1950",-0.08,NA,NA,NA,NA,NA,NA,NA,NA,0.382,-0.06,NA,NA,"FM",NA,"FMA",-1.2,"1950-1951","ML","1950-03-01",22.933,0.214,"India"
1950,"MAY","5/1/1950",-0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.124,-0.4,NA,NA,"AM",NA,"AMJ",-1.1,"1950-1951","ML","1950-05-01",30.267,0.248,"India"
1950,"NOV","11/1/1950",-0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.993,-1.74,NA,NA,"ON",NA,"OND",-0.6,"1950-1951","ML","1950-11-01",19.818,0.236,"India"
1950,"OCT","10/1/1950",-0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.7,NA,NA,"SO",NA,"SON",-0.4,"1950-1951","ML","1950-10-01",23.842,0.155,"India"
1950,"SEP","9/1/1950",-0.06,NA,NA,NA,NA,NA,NA,NA,NA,0.564,-1,NA,NA,"AS",NA,"ASO",-0.4,"1950-1951","ML","1950-09-01",25.711,0.088,"India"
1951,"APR","4/1/1951",-0.09,NA,NA,NA,NA,NA,NA,NA,NA,1.457,0.47,NA,-0.3,"MA",NA,"MAM",0.2,"1951-1952","ME","1951-04-01",26.345,0.205,"India"
1951,"AUG","8/1/1951",0.11,NA,NA,NA,NA,NA,NA,NA,NA,1.493,0.02,NA,-0.2,"JA",NA,"JAS",0.9,"1951-1952","ME","1951-08-01",26.548,0.098,"India"
1951,"DEC","12/1/1951",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.294,-1.59,NA,-0.7,"ND",NA,"NDJ",0.8,"1951-1952","ME","1951-12-01",17.501,0.142,"India"
1951,"FEB","2/1/1951",-0.37,NA,NA,NA,NA,NA,NA,NA,NA,1.461,-2.11,NA,0.9,"JF",NA,"JFM",-0.5,"1951-1952","ME","1951-02-01",19.315,0.214,"India"
1951,"JAN","1/1/1951",-0.31,NA,NA,NA,NA,NA,NA,NA,NA,1.315,-1.18,NA,1.5,"DJ",NA,"DJF",-0.8,"1951-1952","ME","1951-01-01",16.331,0.325,"India"
1951,"JUL","7/1/1951",0.1,NA,NA,NA,NA,NA,NA,NA,NA,1.521,-0.44,NA,-1,"JJ",NA,"JJA",0.7,"1951-1952","ME","1951-07-01",27.47,0.25,"India"
1951,"JUN","6/1/1951",0.03,NA,NA,NA,NA,NA,NA,NA,NA,1.627,-0.54,NA,0.2,"MJ",NA,"MJJ",0.6,"1951-1952","ME","1951-06-01",29.103,0.385,"India"
1951,"MAR","3/1/1951",-0.16,NA,NA,NA,NA,NA,NA,NA,NA,1.59,-1.09,NA,-0.1,"FM",NA,"FMA",-0.2,"1951-1952","ME","1951-03-01",23.841,0.157,"India"
1951,"MAY","5/1/1951",0.04,NA,NA,NA,NA,NA,NA,NA,NA,1.615,1.19,NA,-0.7,"AM",NA,"AMJ",0.4,"1951-1952","ME","1951-05-01",29.826,0.281,"India"
1951,"NOV","11/1/1951",0.03,NA,NA,NA,NA,NA,NA,NA,NA,0.492,0.21,NA,-0.8,"ON",NA,"OND",1,"1951-1952","ME","1951-11-01",21.601,0.309,"India"
1951,"OCT","10/1/1951",0.13,NA,NA,NA,NA,NA,NA,NA,NA,0.799,0.43,NA,-1,"SO",NA,"SON",1.2,"1951-1952","ME","1951-10-01",26.005,0.189,"India"
1951,"SEP","9/1/1951",0.17,NA,NA,NA,NA,NA,NA,NA,NA,1.255,-0.08,NA,-1.1,"AS",NA,"ASO",1,"1951-1952","ME","1951-09-01",26.762,0.338,"India"
1952,"APR","4/1/1952",0.07,NA,NA,NA,NA,NA,NA,NA,NA,-0.374,0.89,NA,-0.2,"MA",NA,"MAM",0.3,"1952-1953","WE","1952-04-01",28.295,0.207,"India"
1952,"AUG","8/1/1952",0.06,NA,NA,NA,NA,NA,NA,NA,NA,-0.703,0.77,NA,0.1,"JA",NA,"JAS",0,"1952-1953","WE","1952-08-01",26.085,0.153,"India"
1952,"DEC","12/1/1952",0.05,NA,NA,NA,NA,NA,NA,NA,NA,-0.167,0.63,NA,-1.2,"ND",NA,"NDJ",0.2,"1952-1953","WE","1952-12-01",17.947,0.255,"India"
1952,"FEB","2/1/1952",0.11,NA,NA,NA,NA,NA,NA,NA,NA,-0.293,0.08,NA,-0.6,"JF",NA,"JFM",0.4,"1952-1953","WE","1952-02-01",20.749,0.099,"India"
1952,"JAN","1/1/1952",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.168,-3.19,NA,-0.9,"DJ",NA,"DJF",0.5,"1952-1953","WE","1952-01-01",17.707,0.196,"India"
1952,"JUL","7/1/1952",0.07,NA,NA,NA,NA,NA,NA,NA,NA,-0.702,-1.57,NA,0.5,"JJ",NA,"JJA",-0.1,"1952-1953","WE","1952-07-01",27.036,0.258,"India"
1952,"JUN","6/1/1952",0.05,NA,NA,NA,NA,NA,NA,NA,NA,-0.718,0.53,NA,0.7,"MJ",NA,"MJJ",0,"1952-1953","WE","1952-06-01",29.302,0.136,"India"
1952,"MAR","3/1/1952",-0.03,NA,NA,NA,NA,NA,NA,NA,NA,-0.368,-0.69,NA,0.5,"FM",NA,"FMA",0.3,"1952-1953","WE","1952-03-01",23.39,0.133,"India"
1952,"MAY","5/1/1952",0.08,NA,NA,NA,NA,NA,NA,NA,NA,-0.567,-0.79,NA,0.8,"AM",NA,"AMJ",0.2,"1952-1953","WE","1952-05-01",30.426,0.197,"India"
1952,"NOV","11/1/1952",-0.08,NA,NA,NA,NA,NA,NA,NA,NA,-0.566,0.77,NA,0,"ON",NA,"OND",0,"1952-1953","WE","1952-11-01",20.51,0.236,"India"
1952,"OCT","10/1/1952",0.01,NA,NA,NA,NA,NA,NA,NA,NA,-0.449,1.05,NA,0.4,"SO",NA,"SON",0.1,"1952-1953","WE","1952-10-01",24.624,0.102,"India"
1952,"SEP","9/1/1952",0.09,NA,NA,NA,NA,NA,NA,NA,NA,-0.704,0.4,NA,-0.2,"AS",NA,"ASO",0.2,"1952-1953","WE","1952-09-01",26.315,0.128,"India"
1953,"APR","4/1/1953",0.26,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.78,NA,0.2,"MA",NA,"MAM",0.7,"1953-1954","WE","1953-04-01",28.049,0.216,"India"
1953,"AUG","8/1/1953",0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.196,-1.15,NA,-1.2,"JA",NA,"JAS",0.7,"1953-1954","WE","1953-08-01",26.251,0.202,"India"
1953,"DEC","12/1/1953",0.07,NA,NA,NA,NA,NA,NA,NA,NA,-0.537,0.96,NA,-0.5,"ND",NA,"NDJ",0.8,"1953-1954","WE","1953-12-01",18.43,0.204,"India"
1953,"FEB","2/1/1953",0.15,NA,NA,NA,NA,NA,NA,NA,NA,0.15,1.04,NA,-0.5,"JF",NA,"JFM",0.6,"1953-1954","WE","1953-02-01",20.812,0.133,"India"
1953,"JAN","1/1/1953",0.07,NA,NA,NA,NA,NA,NA,NA,NA,-0.027,0.18,NA,0.3,"DJ",NA,"DJF",0.4,"1953-1954","WE","1953-01-01",16.733,0.237,"India"
1953,"JUL","7/1/1953",0.08,NA,NA,NA,NA,NA,NA,NA,NA,0.409,0.27,NA,0,"JJ",NA,"JJA",0.8,"1953-1954","WE","1953-07-01",26.922,0.231,"India"
1953,"JUN","6/1/1953",0.21,NA,NA,NA,NA,NA,NA,NA,NA,0.532,-1.6,NA,0.1,"MJ",NA,"MJJ",0.8,"1953-1954","WE","1953-06-01",29.89,0.275,"India"
1953,"MAR","3/1/1953",0.14,NA,NA,NA,NA,NA,NA,NA,NA,0.325,-0.44,NA,-0.2,"FM",NA,"FMA",0.6,"1953-1954","WE","1953-03-01",25.969,0.155,"India"
1953,"MAY","5/1/1953",0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.428,1.14,NA,-1.7,"AM",NA,"AMJ",0.8,"1953-1954","WE","1953-05-01",30.717,0.289,"India"
1953,"NOV","11/1/1953",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.426,1.57,NA,-0.3,"ON",NA,"OND",0.8,"1953-1954","WE","1953-11-01",20.544,0.145,"India"
1953,"OCT","10/1/1953",0.13,NA,NA,NA,NA,NA,NA,NA,NA,0.128,2.27,NA,0.1,"SO",NA,"SON",0.8,"1953-1954","WE","1953-10-01",24.296,0.244,"India"
1953,"SEP","9/1/1953",0.07,NA,NA,NA,NA,NA,NA,NA,NA,0.12,-0.14,NA,-1.2,"AS",NA,"ASO",0.8,"1953-1954","WE","1953-09-01",26.126,0.219,"India"
1954,"APR","4/1/1954",-0.08,NA,NA,NA,NA,NA,NA,NA,NA,-1.702,-2.86,NA,0.6,"MA",NA,"MAM",-0.4,"1954-1955","WL","1954-04-01",28.436,0.097,"India"
1954,"AUG","8/1/1954",-0.05,NA,NA,NA,NA,NA,NA,NA,NA,-0.982,-0.11,NA,1.1,"JA",NA,"JAS",-0.8,"1954-1955","WL","1954-08-01",26.603,0.211,"India"
1954,"DEC","12/1/1954",-0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.081,-0.82,NA,1.4,"ND",NA,"NDJ",-0.7,"1954-1955","WL","1954-12-01",17.418,0.246,"India"
1954,"FEB","2/1/1954",-0.06,NA,NA,NA,NA,NA,NA,NA,NA,-1.25,-0.48,NA,-0.3,"JF",NA,"JFM",0.5,"1954-1955","WL","1954-02-01",20.633,0.197,"India"
1954,"JAN","1/1/1954",-0.2,NA,NA,NA,NA,NA,NA,NA,NA,-0.655,-2.11,NA,0.7,"DJ",NA,"DJF",0.8,"1954-1955","WL","1954-01-01",16.445,0.283,"India"
1954,"JUL","7/1/1954",-0.09,NA,NA,NA,NA,NA,NA,NA,NA,-1.338,-0.14,NA,0.4,"JJ",NA,"JJA",-0.6,"1954-1955","WL","1954-07-01",26.932,0.157,"India"
1954,"JUN","6/1/1954",-0.06,NA,NA,NA,NA,NA,NA,NA,NA,-1.8,0.09,NA,0.1,"MJ",NA,"MJJ",-0.5,"1954-1955","WL","1954-06-01",29.378,0.236,"India"
1954,"MAR","3/1/1954",-0.14,NA,NA,NA,NA,NA,NA,NA,NA,-1.788,-1.44,NA,0.3,"FM",NA,"FMA",-0.1,"1954-1955","WL","1954-03-01",24.173,0.365,"India"
1954,"MAY","5/1/1954",-0.12,NA,NA,NA,NA,NA,NA,NA,NA,-1.839,0.65,NA,0.5,"AM",NA,"AMJ",-0.5,"1954-1955","WL","1954-05-01",30.921,0.214,"India"
1954,"NOV","11/1/1954",0.09,NA,NA,NA,NA,NA,NA,NA,NA,-0.189,1.38,NA,0.1,"ON",NA,"OND",-0.7,"1954-1955","WL","1954-11-01",20.084,0.201,"India"
1954,"OCT","10/1/1954",-0.01,NA,NA,NA,NA,NA,NA,NA,NA,-0.464,0.99,NA,0.3,"SO",NA,"SON",-0.8,"1954-1955","WL","1954-10-01",23.112,0.216,"India"
1954,"SEP","9/1/1954",-0.02,NA,NA,NA,NA,NA,NA,NA,NA,-0.607,-0.04,NA,0.2,"AS",NA,"ASO",-0.9,"1954-1955","WL","1954-09-01",25.871,0.299,"India"
1955,"APR","4/1/1955",-0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.358,-0.24,NA,-0.1,"MA",NA,"MAM",-0.8,"1955-1956","ML","1955-04-01",26.636,0.142,"India"
1955,"AUG","8/1/1955",-0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.147,-0.55,NA,1.5,"JA",NA,"JAS",-0.8,"1955-1956","ML","1955-08-01",26.022,0.317,"India"
1955,"DEC","12/1/1955",-0.27,NA,NA,NA,NA,NA,NA,NA,NA,0.84,-2.37,NA,1,"ND",NA,"NDJ",-1.5,"1955-1956","ML","1955-12-01",17.137,0.229,"India"
1955,"FEB","2/1/1955",-0.17,NA,NA,NA,NA,NA,NA,NA,NA,0.489,-2.62,NA,1.9,"JF",NA,"JFM",-0.6,"1955-1956","ML","1955-02-01",20.014,0.221,"India"
1955,"JAN","1/1/1955",0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.316,-0.14,NA,-0.5,"DJ",NA,"DJF",-0.7,"1955-1956","ML","1955-01-01",17.075,0.275,"India"
1955,"JUL","7/1/1955",-0.11,NA,NA,NA,NA,NA,NA,NA,NA,0.045,-1.32,NA,1.6,"JJ",NA,"JJA",-0.7,"1955-1956","ML","1955-07-01",26.999,0.254,"India"
1955,"JUN","6/1/1955",-0.08,NA,NA,NA,NA,NA,NA,NA,NA,0.319,0.11,NA,1.3,"MJ",NA,"MJJ",-0.7,"1955-1956","ML","1955-06-01",29.15,0.216,"India"
1955,"MAR","3/1/1955",-0.29,NA,NA,NA,NA,NA,NA,NA,NA,0.619,-2.47,NA,0.6,"FM",NA,"FMA",-0.7,"1955-1956","ML","1955-03-01",25.048,0.153,"India"
1955,"MAY","5/1/1955",-0.15,NA,NA,NA,NA,NA,NA,NA,NA,0.399,-0.42,NA,1,"AM",NA,"AMJ",-0.8,"1955-1956","ML","1955-05-01",29.526,0.274,"India"
1955,"NOV","11/1/1955",-0.26,NA,NA,NA,NA,NA,NA,NA,NA,0.545,-0.93,NA,1.2,"ON",NA,"OND",-1.7,"1955-1956","ML","1955-11-01",19.913,0.343,"India"
1955,"OCT","10/1/1955",-0.09,NA,NA,NA,NA,NA,NA,NA,NA,0.411,0.51,NA,1.5,"SO",NA,"SON",-1.4,"1955-1956","ML","1955-10-01",23.898,0.208,"India"
1955,"SEP","9/1/1955",-0.04,NA,NA,NA,NA,NA,NA,NA,NA,0.346,-0.22,NA,1.3,"AS",NA,"ASO",-1.1,"1955-1956","ML","1955-09-01",26.008,0.226,"India"
1956,"APR","4/1/1956",-0.25,NA,NA,NA,NA,NA,NA,NA,NA,0.993,-0.17,NA,0.9,"MA",NA,"MAM",-0.5,"1956-1957","WL","1956-04-01",28.282,0.289,"India"
1956,"AUG","8/1/1956",-0.19,NA,NA,NA,NA,NA,NA,NA,NA,0.767,-0.23,NA,1.2,"JA",NA,"JAS",-0.6,"1956-1957","WL","1956-08-01",25.901,0.23,"India"
1956,"DEC","12/1/1956",-0.02,NA,NA,NA,NA,NA,NA,NA,NA,-0.111,-0.61,NA,1.1,"ND",NA,"NDJ",-0.4,"1956-1957","WL","1956-12-01",17.508,0.392,"India"
1956,"FEB","2/1/1956",-0.17,NA,NA,NA,NA,NA,NA,NA,NA,1.119,-1.69,NA,1.6,"JF",NA,"JFM",-0.8,"1956-1957","WL","1956-02-01",19.273,0.269,"India"
1956,"JAN","1/1/1956",-0.12,NA,NA,NA,NA,NA,NA,NA,NA,1.092,-2.34,NA,1.3,"DJ",NA,"DJF",-1.1,"1956-1957","WL","1956-01-01",17.035,0.2,"India"
1956,"JUL","7/1/1956",-0.12,NA,NA,NA,NA,NA,NA,NA,NA,0.707,-1.28,NA,1.1,"JJ",NA,"JJA",-0.6,"1956-1957","WL","1956-07-01",25.997,0.152,"India"
1956,"JUN","6/1/1956",-0.16,NA,NA,NA,NA,NA,NA,NA,NA,0.723,-0.08,NA,1.1,"MJ",NA,"MJJ",-0.5,"1956-1957","WL","1956-06-01",28.155,0.176,"India"
1956,"MAR","3/1/1956",-0.16,NA,NA,NA,NA,NA,NA,NA,NA,0.977,-0.97,NA,1.3,"FM",NA,"FMA",-0.6,"1956-1957","WL","1956-03-01",24.437,0.233,"India"
1956,"MAY","5/1/1956",-0.26,NA,NA,NA,NA,NA,NA,NA,NA,0.983,-0.17,NA,1.4,"AM",NA,"AMJ",-0.5,"1956-1957","WL","1956-05-01",30.411,0.283,"India"
1956,"NOV","11/1/1956",-0.15,NA,NA,NA,NA,NA,NA,NA,NA,-0.035,1,NA,0.2,"ON",NA,"OND",-0.4,"1956-1957","WL","1956-11-01",20.167,0.361,"India"
1956,"OCT","10/1/1956",-0.22,NA,NA,NA,NA,NA,NA,NA,NA,0.341,-2.16,NA,1.8,"SO",NA,"SON",-0.4,"1956-1957","WL","1956-10-01",23.629,0.211,"India"
1956,"SEP","9/1/1956",-0.23,NA,NA,NA,NA,NA,NA,NA,NA,0.661,0.42,NA,0.1,"AS",NA,"ASO",-0.5,"1956-1957","WL","1956-09-01",26.001,0.278,"India"
1957,"APR","4/1/1957",-0.05,NA,NA,NA,NA,NA,NA,NA,NA,1.41,-0.41,NA,0.2,"MA",NA,"MAM",0.7,"1957-1958","SE","1957-04-01",27.015,0.341,"India"
1957,"AUG","8/1/1957",0.26,NA,NA,NA,NA,NA,NA,NA,NA,1.414,-0.99,NA,-0.5,"JA",NA,"JAS",1.3,"1957-1958","SE","1957-08-01",26.495,0.643,"India"
1957,"DEC","12/1/1957",0.17,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,-0.73,NA,-0.3,"ND",NA,"NDJ",1.7,"1957-1958","SE","1957-12-01",18.123,0.179,"India"
1957,"FEB","2/1/1957",-0.09,NA,NA,NA,NA,NA,NA,NA,NA,0.26,-1.89,NA,-0.1,"JF",NA,"JFM",0.1,"1957-1958","SE","1957-02-01",18.576,0.314,"India"
1957,"JAN","1/1/1957",-0.06,NA,NA,NA,NA,NA,NA,NA,NA,0.09,-2.18,NA,0.6,"DJ",NA,"DJF",-0.3,"1957-1958","SE","1957-01-01",17.035,0.339,"India"
1957,"JUL","7/1/1957",0.01,NA,NA,NA,NA,NA,NA,NA,NA,1.606,-0.11,NA,0.2,"JJ",NA,"JJA",1.3,"1957-1958","SE","1957-07-01",27.105,0.374,"India"
1957,"JUN","6/1/1957",0.15,NA,NA,NA,NA,NA,NA,NA,NA,1.62,0.24,NA,0.2,"MJ",NA,"MJJ",1.1,"1957-1958","SE","1957-06-01",29.478,0.531,"India"
1957,"MAR","3/1/1957",-0.09,NA,NA,NA,NA,NA,NA,NA,NA,0.651,0.78,NA,0.2,"FM",NA,"FMA",0.4,"1957-1958","SE","1957-03-01",22.721,0.289,"India"
1957,"MAY","5/1/1957",0.06,NA,NA,NA,NA,NA,NA,NA,NA,1.734,1.24,NA,-0.7,"AM",NA,"AMJ",0.9,"1957-1958","SE","1957-05-01",29.611,0.184,"India"
1957,"NOV","11/1/1957",0.08,NA,NA,NA,NA,NA,NA,NA,NA,0.137,0.49,NA,-1,"ON",NA,"OND",1.5,"1957-1958","SE","1957-11-01",21.349,0.252,"India"
1957,"OCT","10/1/1957",0.09,NA,NA,NA,NA,NA,NA,NA,NA,0.631,0.46,NA,0,"SO",NA,"SON",1.4,"1957-1958","SE","1957-10-01",24.596,0.33,"India"
1957,"SEP","9/1/1957",0.17,NA,NA,NA,NA,NA,NA,NA,NA,0.985,-0.22,NA,-0.9,"AS",NA,"ASO",1.3,"1957-1958","SE","1957-09-01",26.213,0.434,"India"
1958,"APR","4/1/1958",0.06,NA,NA,NA,NA,NA,NA,NA,NA,-0.258,0.31,NA,0.4,"MA",NA,"MAM",0.9,"1958-1959","WE","1958-04-01",28.768,0.274,"India"
1958,"AUG","8/1/1958",0.01,NA,NA,NA,NA,NA,NA,NA,NA,-0.244,2.13,NA,0.9,"JA",NA,"JAS",0.4,"1958-1959","WE","1958-08-01",26.62,0.291,"India"
1958,"DEC","12/1/1958",0.08,NA,NA,NA,NA,NA,NA,NA,NA,-0.599,0.35,NA,-0.6,"ND",NA,"NDJ",0.6,"1958-1959","WE","1958-12-01",18.004,0.273,"India"
1958,"FEB","2/1/1958",0.26,NA,NA,NA,NA,NA,NA,NA,NA,-0.523,0.36,NA,-0.5,"JF",NA,"JFM",1.7,"1958-1959","WE","1958-02-01",19.862,0.311,"India"
1958,"JAN","1/1/1958",0.35,NA,NA,NA,NA,NA,NA,NA,NA,-0.639,0.62,NA,-1.9,"DJ",NA,"DJF",1.8,"1958-1959","WE","1958-01-01",18.31,0.241,"India"
1958,"JUL","7/1/1958",0.02,NA,NA,NA,NA,NA,NA,NA,NA,-0.231,0.74,NA,0.4,"JJ",NA,"JJA",0.6,"1958-1959","WE","1958-07-01",27.074,0.361,"India"
1958,"JUN","6/1/1958",-0.03,NA,NA,NA,NA,NA,NA,NA,NA,-0.042,1.48,NA,0.3,"MJ",NA,"MJJ",0.6,"1958-1959","WE","1958-06-01",30.656,0.304,"India"
1958,"MAR","3/1/1958",0.12,NA,NA,NA,NA,NA,NA,NA,NA,-0.566,0.18,NA,0.3,"FM",NA,"FMA",1.3,"1958-1959","WE","1958-03-01",24.626,0.198,"India"
1958,"MAY","5/1/1958",0.1,NA,NA,NA,NA,NA,NA,NA,NA,-0.005,0.66,NA,-0.5,"AM",NA,"AMJ",0.7,"1958-1959","WE","1958-05-01",30.492,0.366,"India"
1958,"NOV","11/1/1958",0.03,NA,NA,NA,NA,NA,NA,NA,NA,-0.503,0.08,NA,-0.4,"ON",NA,"OND",0.5,"1958-1959","WE","1958-11-01",21.192,0.258,"India"
1958,"OCT","10/1/1958",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.593,0.34,NA,0.1,"SO",NA,"SON",0.4,"1958-1959","WE","1958-10-01",24.456,0.18,"India"
1958,"SEP","9/1/1958",-0.03,NA,NA,NA,NA,NA,NA,NA,NA,-0.337,-0.05,NA,-0.3,"AS",NA,"ASO",0.4,"1958-1959","WE","1958-09-01",26.056,0.201,"India"
1959,"APR","4/1/1959",0.17,NA,NA,NA,NA,NA,NA,NA,NA,0.102,-0.9,NA,0.4,"MA",NA,"MAM",0.3,"1959-1960","N","1959-04-01",28.041,0.228,"India"
1959,"AUG","8/1/1959",0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.384,1.03,NA,-0.1,"JA",NA,"JAS",-0.3,"1959-1960","N","1959-08-01",26.261,0.247,"India"
1959,"DEC","12/1/1959",0.02,NA,NA,NA,NA,NA,NA,NA,NA,0.363,0.36,NA,0.9,"ND",NA,"NDJ",0,"1959-1960","N","1959-12-01",17.9,0.212,"India"
1959,"FEB","2/1/1959",0.1,NA,NA,NA,NA,NA,NA,NA,NA,-0.319,-1.23,NA,-1.4,"JF",NA,"JFM",0.6,"1959-1960","N","1959-02-01",19.402,0.286,"India"
1959,"JAN","1/1/1959",0.07,NA,NA,NA,NA,NA,NA,NA,NA,-0.468,-1.54,NA,-0.9,"DJ",NA,"DJF",0.6,"1959-1960","N","1959-01-01",17.45,0.332,"India"
1959,"JUL","7/1/1959",0.08,NA,NA,NA,NA,NA,NA,NA,NA,-0.387,-0.45,NA,-0.3,"JJ",NA,"JJA",-0.2,"1959-1960","N","1959-07-01",26.647,0.33,"India"
1959,"JUN","6/1/1959",0.11,NA,NA,NA,NA,NA,NA,NA,NA,-0.246,1.08,NA,-0.1,"MJ",NA,"MJJ",-0.1,"1959-1960","N","1959-06-01",29.347,0.27,"India"
1959,"MAR","3/1/1959",0.19,NA,NA,NA,NA,NA,NA,NA,NA,-0.13,0.21,NA,1.3,"FM",NA,"FMA",0.5,"1959-1960","N","1959-03-01",24.544,0.338,"India"
1959,"MAY","5/1/1959",0.04,NA,NA,NA,NA,NA,NA,NA,NA,0.094,-0.3,NA,0.5,"AM",NA,"AMJ",0.2,"1959-1960","N","1959-05-01",30.207,0.193,"India"
1959,"NOV","11/1/1959",-0.03,NA,NA,NA,NA,NA,NA,NA,NA,0.184,0.26,NA,0.9,"ON",NA,"OND",0.1,"1959-1960","N","1959-11-01",20.762,0.212,"India"
1959,"OCT","10/1/1959",-0.06,NA,NA,NA,NA,NA,NA,NA,NA,-0.109,0.23,NA,0.5,"SO",NA,"SON",0,"1959-1960","N","1959-10-01",24.64,0.323,"India"
1959,"SEP","9/1/1959",0.1,NA,NA,NA,NA,NA,NA,NA,NA,-0.307,1.19,NA,0,"AS",NA,"ASO",-0.1,"1959-1960","N","1959-09-01",26.001,0.333,"India"
1960,"APR","4/1/1960",-0.09,NA,NA,NA,NA,NA,NA,NA,NA,-0.262,-0.07,NA,0.8,"MA",NA,"MAM",0,"1960-1961","N","1960-04-01",27.488,0.189,"India"
1960,"AUG","8/1/1960",0.01,NA,NA,NA,NA,NA,NA,NA,NA,-0.493,1.85,NA,0.8,"JA",NA,"JAS",0.2,"1960-1961","N","1960-08-01",26.53,0.179,"India"
1960,"DEC","12/1/1960",0.25,NA,NA,NA,NA,NA,NA,NA,NA,-0.076,1.15,NA,0.8,"ND",NA,"NDJ",0.1,"1960-1961","N","1960-12-01",18.137,0.254,"India"
1960,"FEB","2/1/1960",0.11,NA,NA,NA,NA,NA,NA,NA,NA,0.095,-0.22,NA,0.1,"JF",NA,"JFM",-0.1,"1960-1961","N","1960-02-01",20.962,0.42,"India"
1960,"JAN","1/1/1960",0.05,NA,NA,NA,NA,NA,NA,NA,NA,0.438,-0.16,NA,0.1,"DJ",NA,"DJF",-0.1,"1960-1961","N","1960-01-01",16.885,0.252,"India"
1960,"JUL","7/1/1960",0.08,NA,NA,NA,NA,NA,NA,NA,NA,-0.409,1.11,NA,0.5,"JJ",NA,"JJA",0.1,"1960-1961","N","1960-07-01",27.091,0.185,"India"
1960,"JUN","6/1/1960",0.08,NA,NA,NA,NA,NA,NA,NA,NA,-0.602,1.2,NA,0.1,"MJ",NA,"MJJ",0,"1960-1961","N","1960-06-01",29.581,0.347,"India"
1960,"MAR","3/1/1960",-0.25,NA,NA,NA,NA,NA,NA,NA,NA,-0.051,-0.69,NA,1,"FM",NA,"FMA",-0.1,"1960-1961","N","1960-03-01",23.285,0.3,"India"
1960,"MAY","5/1/1960",-0.04,NA,NA,NA,NA,NA,NA,NA,NA,-0.521,0.99,NA,0.5,"AM",NA,"AMJ",0,"1960-1961","N","1960-05-01",30.185,0.461,"India"
1960,"NOV","11/1/1960",-0.11,NA,NA,NA,NA,NA,NA,NA,NA,-0.357,-0.52,NA,0.5,"ON",NA,"OND",0.1,"1960-1961","N","1960-11-01",20.403,0.224,"India"
1960,"OCT","10/1/1960",0.08,NA,NA,NA,NA,NA,NA,NA,NA,-0.507,0.48,NA,0.1,"SO",NA,"SON",0.2,"1960-1961","N","1960-10-01",24.382,0.129,"India"
